"Diện tích","Hướng ban công","Hướng nhà","Mặt tiền","Mức giá","Nội thất","Pháp lý","Số phòng ngủ","Số phòng tắm, vệ sinh","Số tầng","url","Đường vào"
"41 m²",,,,"4,55 tỷ",,"Sổ đỏ/ Sổ hồng","2 phòng","2 phòng",,"https://batdongsan.com.vn/ban-nha-rieng-phuong-9-7/ban-chinh-chu-ben-phu-lam-p6-q6-dt-41m2-pr42567846",
"76 m²",,,,"5,6 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng","2 phòng","2 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-lac-long-quan-phuong-phu-thuong-1-prj-pentstudio/chinh-chu-gui-ban-nhanh-duplex-76m-91m2-2pn-o-699-tay-gia-5-x-ty-pr40944252",
"80 m²","Tây - Nam","Đông - Bắc",,"Thỏa thuận","Đầy đủ","Sổ đỏ/ Sổ hồng","3 phòng","2 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-pho-nguyen-ngoc-vu-phuong-trung-hoa-4/ban-gap-cc-3pn-80m2-tai-cau-giay-ha-noi-gia-5-x-ty-pr42567848",
"75 m²",,,"6 m","38 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-nha-mat-pho-pho-vu-tong-phan-phuong-khuong-trung/-thanh-xuan-via-he-kinh-doanh-vp-dong-tien-75m2-x-7-tang-thang-may-mt-6m-pr42467882",
"121 m²",,,"6 m","35 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng","17 phòng","17 phòng","8 tầng","https://batdongsan.com.vn/ban-nha-rieng-duong-my-dinh-phuong-my-dinh-1/pho-chinh-chu-can-ban-toa-can-ho-dv-8-tang-mat-ngo-o-to-kinh-doanh-dt121m2-pr42315457","25 m"
"99 m²","Nam","Đông",,"10,7 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng","3 phòng","2 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-tran-duy-hung-phuong-trung-hoa-4-prj-vinhomes-d-capitale/nha-dep-ban-hau-toa-c6-dcapitale-truc-11-12-gia-10-7-ty-hiem-pr42467772",
"90 m²",,,"5 m","1,2 tỷ",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-dat-duong-pham-hung-xa-binh-hung-1/ban-gap-tra-no-lo-90m2-gia-1-25ty-chanh-gan-truong-hoc-so-rieng-pr41389994","6 m"
"96 m²",,,"8 m","Thỏa thuận",,"Sổ đỏ/ Sổ hồng","3 phòng","5 phòng","4 tầng","https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-trong-tuyen-phuong-1-23/ban-gap-dang-cho-quan-cafe-thue-36trieu-gia-3ty880-96m2-d-p-1-tan-binh-pr42407761",
"45 m²","Đông","Đông","3,8 m","6,8 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng","3 phòng","4 phòng","5 tầng","https://batdongsan.com.vn/ban-nha-rieng-duong-vo-chi-cong-phuong-nghia-do-1/ban-pho-5-tang-moi-o-ngay-tang-full-noi-that-xin-so-pr42562099","3 m"
"52 m²",,,"4 m","7,5 tỷ",,"Sổ đỏ/ Sổ hồng","3 phòng","2 phòng","4 tầng","https://batdongsan.com.vn/ban-nha-rieng-duong-vuon-lai-phuong-phu-tho-hoa/ban-gap-hxh-quan-tan-chi-7-ty-nhinh-52m2-4-tang-lung-linh-pr42567854","6 m"
"88 m²",,,,"6,75 tỷ","Không nội thất","Sổ đỏ/ Sổ hồng","2 phòng","2 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-66-1-phuong-thao-dien-prj-tropic-garden/ban-cc-2pn-2wc-o-6-75-ty-88m2-bao-thue-phi-pr42568088",
"68 m²",,,,"82 triệu/m²","Đầy đủ","Sổ đỏ/ Sổ hồng","2 phòng","2 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-pho-trung-kinh-phuong-yen-hoa-2-prj-central-field-trung-kinh/chinh-chu-ban-2n2w-toa-219-gia-5-5ty-day-du-noi-that-san-so-giao-dich-pr42488740",
"190 m²",,,,"54 tỷ","Nhà hoàn thiện.","SDCC",,,,"https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-pham-hung-phuong-my-dinh-1-prj-khu-do-thi-my-dinh-song-da-sudico/ban-nam-tu-liem-ha-noi-pr39776845",
"448 m²","Tây - Bắc","Đông - Nam","16 m","100 tỷ",,,,,,"https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-phuong-binh-trung-tay-prj-saigon-mystery-villas/ban-dang-cap-va-hien-dai-nhat-khu-sai-gon-tai-quan-2-pr39776810","20 m"
"527,5 m²",,,,"57 tỷ","Cơ bản","Sổ đỏ/ Sổ hồng","5 phòng","6 phòng","3 tầng","https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-lien-phuong-phuong-phu-huu-2-prj-verosa-park-khang-dien/ban-don-lap-duy-t-dang-con-tho-527-5m2-483-8m2-san-gia-57-ty-tl-pr42168582",
"78 m²",,,,"20,5 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng","21 phòng",,"7 tầng","https://batdongsan.com.vn/ban-nha-rieng-duong-to-vinh-dien-phuong-khuong-trung/ccmn-pho-tx-xay-moi-7-tang-21-phong-kk-thang-may-gpxd-pccc-day-du-gia-18-5-ty-pr41826973",
"71,7 m²","Đông - Nam","Tây - Bắc",,"Thỏa thuận",,"Hợp đồng mua bán","2 phòng","2 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-le-van-duyet-phuong-nai-hien-dong-prj-peninsula-da-nang/quy-2pn-view-truc-dien-song-han-t-nhat-4-mat-tien-duong-pr42559971",
"33 m²","Tây - Bắc","Tây - Bắc",,"1,86 tỷ","Cơ bản","Hợp đồng mua bán","1 phòng","1 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-long-binh-3-prj-the-beverly-solari-vinhomes-grand-park/ban-gap-studio-dien-tich-lon-khu-bs-tang-trung-view-rung-cay-ko-chan-toa-gia-1ty860-all-in-pr42469200",
"320 m²",,,,"12 tỷ",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-nguyen-van-tuoi-thi-tran-ben-luc-prj-the-pearl-riverside/-pho-mat-tien-song-vam-co-dong-320m2-gia-chi-12-ty-pr42567856",
"162 m²",,"Đông - Nam","9 m","36 tỷ",,,,,,"https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-thanh-my-loi-phuong-binh-trung-tay-prj-saigon-mystery-villas/ban-gap-can-sieu-dep-huong-dong-nam-dao-kim-cuong-q2-pr40762544","12 m"
"250 m²",,,"8 m","250 triệu",,"Sổ đỏ/ Sổ hồng.",,,,"https://batdongsan.com.vn/ban-dat-duong-dt-741-xa-long-tan_1/ban-nen-250m2-100m2-tho-cu-tai-741-tan-phu-rieng-gia-200-trieu-vnd-ngay-khu-dan-cu-pr42568095","8 m"
"45 m²",,,,"9 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng","4 phòng",,"4 tầng","https://batdongsan.com.vn/ban-nha-rieng-duong-van-quan-phuong-van-quan/ban-ha-dong-o-to-lui-cua-chi-vai-buoc-ra-mat-pho-dt45m-gia-chi-9-ty-pr41806327",
"52 m²",,,,"Thỏa thuận","Đầy đủ.","- Sổ đỏ chính chủ, sẵn sàng giao dịch.",,,,"https://batdongsan.com.vn/ban-nha-mat-pho-duong-do-duc-duc-phuong-me-tri/ban-52m2-kinh-anh-dinh-cuc-hiem-nhinh-22ty-pr41632041","22 m"
"65 m²",,,,"8,7 tỷ",,,,,,"https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-xa-nghia-tru-prj-the-empire-vinhomes-ocean-park-2/ban-sao-bien-65m-hang-hot-gia-tot-chi-8-7-ty-bao-phi-pr42568096",
"60,7 m²",,,,"4,65 tỷ",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-nha-rieng-duong-tran-hung-dao-phuong-dong-hoa/4ty650-hoan-cong-goc-2-mat-tien-kdc-gan-san-van-di-an-ra-chi-200m-pr42567858",
"58 m²",,,,"6,5 tỷ",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-dat-phuong-hiep-tan/-trong-ngay-cong-vien-hem-6m-thong-ra-to-hieu-dt-4x14-5m-gia-6-5-ty-tl-pr42452978",
"102 m²",,"Đông - Nam","6 m","23 tỷ",,"Hợp đồng mua bán","10 phòng","6 phòng","6 tầng","https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-phuong-tay-tuu-prj-jade-lake-residence/hot-tai-bang-gia-quy-can-mat-tien-6m-du-an-la-duong-thang-long-pr42550847","13 m"
"143,7 m²",,,"7,25 m","35 tỷ",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-dat-duong-ho-nghinh-phuong-phuoc-my/sieu-t-hiem-co-k-tim-voi-lo-goc-2-mat-tien-kinh-doanh-cach-bien-chi-300m-pr42568099","15 m"
"280 m²",,"Tây - Bắc",,"Thỏa thuận","Đầy đủ",,"5 phòng","5 phòng","4 tầng","https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-phuong-binh-trung-tay-prj-saigon-mystery-villas/ban-can-villa-phong-cach-ban-co-dien-dang-cap-khu-dao-kim-cuong-q2-pr39336433","20 m"
"49 m²",,,,"1,8 tỷ",,,"1 phòng",,,"https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-quoc-lo-51-phuong-phu-my_1-prj-citymark-residence/ban-1pn-dien-tich-49m2-residence-pr41457003",
"85 m²","Nam",,,"2,2 tỷ","Cơ bản","Hợp đồng mua bán","2 phòng","3 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-15b-phuong-phu-my-9-prj-the-era-town/ban-2pn-2wc-goc-da-co-so-ng-gia-1-ty-890-lh-0909910694-pr31774096",
"120 m²",,,"6 m","18 tỷ","Không nội thất","Sổ đỏ/ Sổ hồng","4 phòng","4 phòng","3 tầng","https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-lien-phuong-phuong-phu-huu-2-prj-verosa-park-khang-dien/can-pho-tich-hiem-6x20-kdc-gia-ban-18-ty-tho-pr42250838",
"80 m²",,,,"15 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng","22 phòng","22 phòng",,"https://batdongsan.com.vn/ban-nha-rieng-duong-le-duc-tho-phuong-my-dinh-1/ban-toa-cc-mini-tai-1-nam-tu-liem-ha-noi-15-ty-80m2-gan-san-vd-pr42567582",
"54 m²",,,,"Thỏa thuận","Cơ bản","Hợp đồng mua bán","2 phòng","2 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-quoc-lo-1a-xa-my-yen-prj-destino-centro/6tr-thang-so-huu-ngay-2pn-2wc-lien-ke-sieu-nut-giao-thanh-toan-nhe-nhang-pr42565711",
"88 m²",,,,"25 tỷ",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-nha-mat-pho-duong-xo-viet-nghe-tinh-phuong-19/ban-tien-xvnt-gan-cau-thi-dt-5-5x18-cn-88m2-gia-25-ty-pr42567922",
"200 m²",,"Đông - Bắc","8 m","350 triệu/m²",,,"10 phòng","6 phòng","7 tầng","https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-tay-thang-long-phuong-tay-tuu-prj-jade-lake-residence/hot-ban-lo-mat-dien-tich-200m2-ca-du-an-duy-nhat-2-lo-pr42559650",
"160 m²",,,,"110 triệu/m²",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-dat-nen-du-an-phuong-thanh-my-loi-prj-khu-dan-cu-thu-thiem-villa/chu-c-b-gap-tai-qu-2-pr40897903",
"71,7 m²","Đông - Nam","Tây - Bắc",,"Thỏa thuận",,"Hợp đồng mua bán","2 phòng","2 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-le-van-duyet-phuong-nai-hien-dong-prj-peninsula-da-nang/von-1-2-ty-co-luon-2pn-to-p-sat-bo-song-han-4-mat-tien-duong-pr42559937",
"471 m²",,,,"9 tỷ","Đầy đủ.","Sổ đỏ/ Sổ hồng","5 phòng","6 phòng","2 tầng","https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-6-4-xa-thuy-huong-1/sieu-pham-san-vuon-chuong-my-ha-noi-471m-gia-9-ty-moi-noi-that-tien-ty-sang-trong-pr42500913",
"118 m²","Đông - Nam","Tây - Bắc",,"Thỏa thuận","Full","Sổ đỏ/ Sổ hồng","3 phòng","3 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-tuan-phuong-thanh-xuan-trung-prj-viha-complex/duy-nhat-1-suat-ngoai-giao-goc-3pn-118m2-107-gia-tot-nhat-du-an-pr42568103",
"114,64 m²",,"Tây - Bắc","10 m","65 triệu/m²",,"Sổ đỏ/ Sổ hồng.",,,,"https://batdongsan.com.vn/ban-dat-duong-ngo-mien-xa-kim-hoa-1/gia-dinh-can-chuyen-nhuong-thua-dau-gia-vi-tri-mat-doi-so-do-sang-ten-pr41315964",
"93 m²",,,"8 m","66 tỷ",,"Sổ đỏ/ Sổ hồng",,,"4 tầng","https://batdongsan.com.vn/ban-nha-mat-pho-pho-gia-ngu-phuong-hang-bac/ban-dien-tich-93m2-xay-4-tang-so-do-chinh-chu-2-tien-truoc-sau-66-ty-pr40207403",
"62 m²",,,,"16,6 tỷ",,,,,,"https://batdongsan.com.vn/ban-nha-rieng-pho-quan-nhan-phuong-nhan-chinh/hot-o-to-1-ra-kinh-doanh-n-thang-may-62m2-x-4-tang-mt-4-7m-gia-16-6-ty-pr42567865",
"56 m²",,,,"10,5 tỷ",,"Sổ đỏ/ Sổ hồng","3 phòng",,"3 tầng","https://batdongsan.com.vn/ban-nha-rieng-duong-mo-lao-phuong-mo-lao/ban-ha-dong-o-to-tranh-do-cua-ngay-dem-kinh-doanh-nho-dt56m2-gia-chi-hon-10ty-pr42031290",
"140 m²",,,,"190 triệu/m²",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-dat-nen-du-an-phuong-binh-trung-tay-prj-saigon-mystery-villas/duy-nhat-1-lo-7x18-hang-hiem-chi-180-trieu-khu-canh-dao-kim-cuong-pr41460098","12 m"
"150 m²","Đông - Bắc",,,"16 tỷ","Đầy đủ",,"3 phòng","3 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-bat-nan-phuong-thanh-my-loi-prj-one-verandah-mapletree/ban-duplex-150m2-full-noi-that-gia-cuc-tot-16-ty-vnd-all-in-pr42396501",
"95 m²",,,,"33 tỷ","Không nội thất","Sổ đỏ/ Sổ hồng","1 phòng","1 phòng","1 tầng","https://batdongsan.com.vn/ban-nha-mat-pho-pho-dai-la-phuong-dong-tam/ban-quan-hai-ba-trung-95m1t-lo-goc-5m-via-he-33-ty-pr42567866","70 m"
"160 m²","Đông - Nam","Đông - Nam","10 m","14,2 tỷ","Không nội thất","Hợp đồng mua bán","4 phòng","4 phòng","3 tầng","https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-hung-vuong-2-phuong-hoa-phu-2-prj-the-orchard-sycamore/can-song-lap-sd1-xx-suat-ngoai-giao-cdt-chiet-khau-20-xem-he-ngay-24-7-pr42409259",
"35 m²",,,,"3,2 tỷ",,"Sổ đỏ/ Sổ hồng","1 phòng",,,"https://batdongsan.com.vn/ban-nha-rieng-duong-thong-nhat-phuong-11-8/giam-1-ti-ban-t-p11-go-vap-10m-ra-mat-tien-pr42568106",
"100 m²",,,,"160 triệu/m²",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-dat-nen-du-an-phuong-thanh-my-loi-prj-khu-dan-cu-the-ki-21/chu-ket-tien-ngan-hang-can-ban-gap-lo-tai-kdc-ky-21-chinh-chu-pr40959059",
"60 m²",,,"4 m","3,5 tỷ",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-dat-duong-419-xa-dai-yen-1/hoa-hau-chuong-my-dt60m-mt-4m-gia-hon-3-ty-o-to-kinh-doanh-tinh-lo-419-pr42088603",
"71,7 m²","Đông - Nam","Tây - Bắc",,"Thỏa thuận",,"Hợp đồng mua bán","2 phòng","2 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-le-van-duyet-phuong-nai-hien-dong-prj-peninsula-da-nang/duy-nhat-3-72m2-view-song-con-lai-du-an-truc-dien-song-han-t-mong-pr42559912",
"160 m²",,,,"120 triệu/m²",,"Sổ đỏ/ Sổ hồng.",,,,"https://batdongsan.com.vn/ban-dat-nen-du-an-phuong-thanh-my-loi-prj-khu-dan-cu-thu-thiem-villa/-villas-noi-song-sg-trong-ben-bo-song-sai-gon-pr40893881",
"100 m²",,,"5 m","2,7 tỷ",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-dat-nen-du-an-duong-quoc-lo-51-xa-long-an-4-prj-khu-dan-cu-an-thuan/b-tai-d-thu-1-65-ty-100m2-ngay-truong-dinh-tien-hog-da-co-so-pr42263288","12 m"
"90 m²",,,,"3,75 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng","3 phòng","2 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-luong-the-vinh-phuong-thanh-xuan-bac/ban-tap-tang-4-ha-noi-so-do-34m2-su-dung-90m2-thiet-ke-3pn-2-wc-pr42547346",
"160 m²",,"Đông - Nam","8 m","120 triệu/m²",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-dat-nen-du-an-duong-su-hy-nhan-phuong-thanh-my-loi-prj-khu-dan-cu-thu-thiem-villa/nam-chu-2-lo-gia-ngot-ngan-hang-pr38368925","20 m"
"93,35 m²",,,,"4,41 tỷ","Cơ bản","Hợp đồng mua bán","2 phòng",,,"https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-hung-vuong-2-phuong-phu-my-prj-orchard-hill-sycamore/gio-hang-20-cuoi-cung-mua-goc-cdt-phan-khu-cao-tang-ck-11-100tr-pr41503319",
"150 m²",,,,"5,15 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng","4 phòng","2 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-ba-la-phuong-phu-la-prj-chung-cu-vinaconex-21/sieu-hiem-toa-21-quang-trung-ha-dong-150m-4-ngu-lo-goc-gia-34tr-m-pr42373971",
"40 m²",,,"4 m","14 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng","6 phòng","6 phòng","7 tầng","https://batdongsan.com.vn/ban-nha-mat-pho-duong-do-thi-loi-phuong-11-1/ban-tien-quan-3-kc-6-tang-gia-14-ty-pr42567870","20 m"
"80 m²",,,"4 m","15 tỷ",,"Sổ đỏ/ Sổ hồng",,,"3 tầng","https://batdongsan.com.vn/ban-nha-mat-pho-duong-cu-xa-lu-gia-phuong-15-4/ban-tien-15m-p15-q11-4-x-20m-2-tang-15-5-ty-tl-pr40406058","15 m"
"126 m²",,"Đông - Nam","7,2 m","75 tỷ",,"Sổ đỏ/ Sổ hồng","2 phòng","2 phòng","1 tầng","https://batdongsan.com.vn/ban-nha-mat-pho-duong-tran-thai-tong-phuong-dich-vong/ban-c4-khu-khuc-thua-du-dt-126m2-mt-7-2m-rong-kd-tot-pr40745686","20 m"
"285 m²",,,,"55,7 tỷ",,,,,,"https://batdongsan.com.vn/ban-dat-xa-duong-to/-nen-tho-cu-tai-ap-suoi-da-phu-quoc-gia-sieu-re-pr42568108",
"50 m²",,,"5 m","Thỏa thuận","Cơ bản","Sổ đỏ/ Sổ hồng",,,"5 tầng","https://batdongsan.com.vn/ban-nha-mat-pho-duong-tran-hung-dao-phuong-tran-hung-dao/ban-can-so-do-chinh-chu-o-goc-2-thoang-50m2-x-5t-mt-5m-pr42386772","30 m"
"300 m²",,,,"Thỏa thuận",,,,,,"https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-xa-tien-phong-8-prj-khu-do-thi-cienco-5-me-linh/so-huu-ngay-lo-06-tai-5-khang-dinh-su-dang-cap-khong-gian-song-ong-luu-pr42568111",
"100 m²",,,,"165 triệu/m²",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-dat-nen-du-an-phuong-thanh-my-loi-prj-khu-dan-cu-the-ki-21/chinh-chu-ket-ng-hg-c-b-gap-kdc-ky-21-vi-tri-dep-tai-thh-loi-pr41308712",
"75 m²",,,,"1,8 tỷ",,,,,,"https://batdongsan.com.vn/ban-dat-nen-du-an-duong-quoc-lo-1a-thi-tran-voi-prj-khu-do-thi-rua-vang-city/b-kdt-vg-1-8-ty-75-m2-nhieu-tien-ich-dep-pr42494537",
"120 m²",,"Bắc","6 m","Thỏa thuận",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-dat-duong-nai-nam-8-phuong-hoa-cuong-bac/ban-8-gan-sieu-thi-lotte-ngang-6m-vi-tri-tiem-nang-cho-nha-dau-tu-pr42567418","7,5 m"
"195 m²",,,"12,41 m","16,9 tỷ",,"Hợp đồng mua bán","4 phòng","6 phòng","3 tầng","https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-hung-vuong-2-phuong-hoa-phu-2-prj-sycamore-binh-duong/can-don-lap-dv1-xx-suat-ngoai-giao-cdt-chiet-khau-20-xem-he-ngay-24-7-pr42409165",
"67,5 m²",,,,"3,28 tỷ",,,"4 phòng","5 phòng","3 tầng","https://batdongsan.com.vn/ban-nha-rieng-duong-le-duc-tho-phuong-15-6/can-von-kinh-doanh-co-2-can-ban-go-vap-gia-3ti280-67-5m2-4-5-15m-so-hong-rieng-pr42420881",
"55 m²",,,,"15 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng","6 phòng","6 phòng","7 tầng","https://batdongsan.com.vn/ban-nha-rieng-pho-vu-tong-phan-phuong-khuong-trung/mat-ngo-thanh-xuan-lo-o-to-tranh-7-tang-thang-may-kinh-doanh-55m-15-ty-pr42568113",
"160 m²",,"Đông - Nam","8 m","120 triệu/m²",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-dat-nen-du-an-duong-tinh-lo-25b-phuong-thanh-my-loi-prj-du-an-huy-hoang/cap-nhat-mot-so-moi-chu-can-ban-gap-khu-q2-pr38275579","20 m"
"75 m²",,,"5 m","2,9 tỷ",,"Sổ đỏ/ Sổ hồng","3 phòng","3 phòng","2 tầng","https://batdongsan.com.vn/ban-nha-rieng-xa-tan-thong-hoi-1/ban-rat-gap-can-1-lau-85m2-tran-tu-binh-cc-2-9ty-pr42568012","6 m"
"118 m²",,"Tây - Bắc",,"6,5 tỷ","Đầy đủ","Hợp đồng mua bán","3 phòng","2 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-so-6-phuong-hiep-binh-phuoc-prj-urban-green/hang-ngop-ra-gap-cuoi-t4-83m2-cat-lo-300tr-duy-nhat-1-da-thanh-toan-40-pr39663036",
"1.080 m²",,,,"2,55 tỷ",,"Hợp đồng mua bán",,,,"https://batdongsan.com.vn/ban-dat-duong-ho-chi-minh-xa-my-luong-2/chinh-chu-ban-lo-1080m-gia-2-55-ty-tai-chuong-sat-mon-o-to-tai-vao-pr42337500","3,5 m"
"129,5 m²",,,"7 m","27,9 tỷ",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-dat-nen-du-an-duong-nguyen-dia-lo-phuong-thanh-my-loi-prj-khu-dan-cu-phu-nhuan-1-2/chinh-chu-gui-ban-mt-20m-dt-7mx18-5m-129-5m2-gia-215-trieu-m2-shr-pr42568000","20 m"
"90 m²",,,,"3,2 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng","3 phòng","2 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-trai-phuong-thuong-dinh/ban-tap-the-tang-3-thanh-xuan-so-do-26m2-su-dung-90m2-thiet-ke-3pn-2wc-pr42547193",
"160 m²",,"Tây - Bắc","10 m","65 tỷ",,"Sổ đỏ/ Sổ hồng","6 phòng","5 phòng","4 tầng","https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-tran-kim-xuyen-phuong-yen-hoa-2-prj-khu-do-thi-yen-hoa/ban-kdt-lao-thanh-cach-mang-dt-170m2-mt-10m-xay-6-tang-thang-may-pr40889878","15 m"
"85 m²","Tây - Bắc","Đông - Nam",,"2,45 tỷ","Cơ bản","Đang chờ sổ","2 phòng","2 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-huynh-ba-chanh-xa-tan-kien-prj-conic-boulevard/ban-2-45-ty-85m2-2pn-2wc-h-vo-van-kiet-binh-tp-hcm-pr42521042",
"34 m²",,,"4,05 m","10,3 tỷ",,"Sổ đỏ","2 phòng",,"3 tầng","https://batdongsan.com.vn/ban-nha-mat-pho-duong-quang-trung-phuong-quang-trung-17/ban-3-tang-kinh-doanh-cong-truong-cd-y-te-ha-dong-chi-10-3-ty-pr42567978",
"360 m²",,"Tây - Nam","18 m","35 triệu/m²",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-dat-duong-bui-vien-phuong-nam-hai/ban-2-lo-biet-thu-lien-ke-dt-360m-tdc-an-pr40354581","12 m"
"100 m²",,,"10 m","1,5 tỷ",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-dat-duong-ly-thai-to-xa-dai-phuoc-1/ban-gia-sieu-hoi-ngay-gan-center-city-100m2-gia-1-5ty-so-rieng-ngay-cho-pr42464830","12 m"
"300 m²",,"Tây - Bắc",,"Thỏa thuận","Đầy đủ",,"5 phòng","5 phòng","4 tầng","https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-bat-nan-phuong-binh-trung-tay-prj-saigon-mystery-villas/chu-di-nuoc-ngoai-can-sang-nhuong-can-dao-kim-cuong-q2-pr38769232",
"54 m²",,,"4,5 m","4,8 tỷ",,"Sổ đỏ/ Sổ hồng","2 phòng","2 phòng","2 tầng","https://batdongsan.com.vn/ban-nha-rieng-duong-hoang-dieu-2-phuong-linh-trung/hang-hiem-54m2-xe-hoi-toi-cua-ngay-sat-2-chi-4-8-ty-lh-pr42511563",
"130 m²",,,"6,5 m","80 tỷ",,"Sổ đỏ/ Sổ hồng",,,"2 tầng","https://batdongsan.com.vn/ban-nha-mat-pho-pho-vu-huu-loi-phuong-nguyen-du/can-ban-gia-80-ty-vnd-tai-ha-noi-pr41270154","15 m"
"60 m²","Tây - Bắc","Tây - Bắc",,"Thỏa thuận","Cơ bản","Hợp đồng mua bán","2 phòng","2 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-xa-nghia-tru-prj-masteri-trinity-square/2-ngu-chi-3-2ty-doi-dien-cong-vien-trung-tam-ngam-phao-hoa-tai-vinhomes-ocean-park-2-pr42536813?c=d1",
"126 m²",,,,"Thỏa thuận",,"Đang chờ sổ",,,,"https://batdongsan.com.vn/ban-dat-nen-du-an-duong-thanh-my-loi-phuong-binh-trung-tay-prj-saigon-mystery-villas/c-tien-b-gap-3-lo-vi-tri-dep-gia-tot-nhat-dao-kim-cuong-q2-pr40784658",
"64 m²",,,"4 m","114 triệu/m²",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-dat-duong-dong-hoi-xa-dong-hoi/ban-64m-trung-thon-anh-pr42568123",
